timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
51.00;116.90;5902.24;0.67;2.53;0.12;12.58;HBEFA3/PC_G_EU4;0.00;1882.54;veh71;32015487#1_0;67.39;9.86;!veh71!var#1;8.06;veh_passenger;0.00;23.745343;37.985793
51.00;164.75;2624.53;0.81;1.20;0.07;280.96;HBEFA3/PC_G_EU4;0.00;837.16;veh72;99060957#0_1;55.93;70.32;!veh72!var#1;0.00;veh_passenger;3.00;23.748645;37.976592
51.00;0.00;0.00;0.00;0.00;0.00;24.22;HBEFA3/PC_G_EU4;0.00;0.00;veh73;:353769714_1_0;49.75;4.45;!veh73!var#1;5.53;veh_passenger;0.00;23.711238;37.974980
51.00;0.00;0.00;0.00;0.00;0.00;140.65;HBEFA3/PC_G_EU4;0.00;0.00;veh74;32015470#1_0;56.19;2.74;!veh74!var#1;6.51;veh_passenger;0.00;23.740223;37.989345
51.00;0.00;0.00;0.00;0.00;0.00;330.58;HBEFA3/PC_G_EU4;0.00;0.00;veh75;:250691617_2_0;56.77;2.13;!veh75!var#1;5.28;veh_passenger;0.00;23.731875;37.975281
51.00;0.00;0.00;0.00;0.00;0.00;183.63;HBEFA3/PC_G_EU4;0.00;0.00;veh76;10971765_0;47.61;50.88;!veh76!var#1;4.49;veh_passenger;0.00;23.731420;37.985255
51.00;106.51;4237.30;0.58;1.80;0.08;116.63;HBEFA3/PC_G_EU4;0.00;1351.52;veh77;:250705954_10_0;64.41;4.68;!veh77!var#1;6.04;veh_passenger;0.00;23.741304;37.979443
51.00;113.26;7433.07;0.69;3.16;0.15;279.55;HBEFA3/PC_G_EU4;0.00;2370.79;veh78;10741763#0_0;68.83;47.49;!veh78!var#1;11.82;veh_passenger;0.00;23.728744;37.989597
51.00;158.47;9269.25;0.94;4.05;0.20;238.96;HBEFA3/PC_G_EU4;0.00;2956.44;veh79;-730034147#4_0;71.66;36.62;!veh79!var#1;10.91;veh_passenger;0.00;23.723551;37.982131
51.00;164.78;2624.72;0.81;1.20;0.07;181.74;HBEFA3/PC_G_EU4;0.00;837.22;veh8;-1146031225#1_0;55.94;43.18;!veh8!var#1;0.00;veh_passenger;17.00;23.726721;37.989281
51.00;10.68;2466.29;0.10;0.82;0.02;189.50;HBEFA3/PC_G_EU4;0.00;786.65;veh80;10972565_0;63.36;65.24;!veh80!var#1;11.86;veh_passenger;0.00;23.733191;37.989882
51.00;0.00;0.00;0.00;0.00;0.00;46.99;HBEFA3/PC_G_EU4;0.00;0.00;veh81;101521215_0;64.57;69.20;!veh81!var#1;15.55;veh_passenger;0.00;23.709626;37.974796
51.00;0.00;0.00;0.00;0.00;0.00;47.47;HBEFA3/PC_G_EU4;0.00;0.00;veh82;881725969#1_2;64.67;47.65;!veh82!var#1;17.71;veh_passenger;0.00;23.744006;37.972540
51.00;128.21;5349.65;0.71;2.32;0.11;279.09;HBEFA3/PC_G_EU4;0.00;1706.30;veh83;298383050#0_1;67.35;17.11;!veh83!var#1;6.13;veh_passenger;0.00;23.734373;37.986910
51.00;147.51;6562.41;0.83;2.88;0.14;191.02;HBEFA3/PC_G_EU4;0.00;2093.11;veh84;668697837#1_0;70.03;17.39;!veh84!var#1;6.59;veh_passenger;0.00;23.747911;37.989492
51.00;0.00;0.00;0.00;0.00;0.00;144.76;HBEFA3/PC_G_EU4;0.00;0.00;veh85;-49748053_0;55.00;26.64;!veh85!var#1;8.52;veh_passenger;0.00;23.714212;37.986184
51.00;147.39;3150.23;0.74;1.41;0.07;9.56;HBEFA3/PC_G_EU4;0.00;1004.82;veh86;260824573#0_2;63.89;6.76;!veh86!var#1;1.66;veh_passenger;0.00;23.728640;37.986804
51.00;0.00;0.00;0.00;0.00;0.00;57.00;HBEFA3/PC_G_EU4;0.00;0.00;veh87;61031975_0;61.27;17.47;!veh87!var#1;12.37;veh_passenger;0.00;23.740633;37.989393
51.00;0.00;2334.35;0.02;0.70;0.01;326.81;HBEFA3/PC_G_EU4;0.00;744.56;veh88;98350927#0_0;64.55;5.10;!veh88!var#1;13.86;veh_passenger;0.00;23.745153;37.986600
51.00;164.78;2624.72;0.81;1.20;0.07;215.28;HBEFA3/PC_G_EU4;0.00;837.22;veh89;234440706#0_0;55.94;0.20;!veh89!var#1;0.00;veh_passenger;0.00;23.715082;37.982779
51.00;129.14;8255.30;0.79;3.54;0.17;236.47;HBEFA3/PC_G_EU4;0.00;2633.03;veh9;634252645#11_0;69.86;4.36;!veh9!var#1;11.95;veh_passenger;0.00;23.743584;37.986753
52.00;27.32;13086.55;5.85;112.65;2.83;83.39;HBEFA3/Bus;0.00;4140.18;bus0;:355612743_1_0;73.38;8.72;!bus0!var#1;3.81;bus_bus;0.00;23.719344;37.987616
52.00;0.00;0.00;0.00;0.00;0.00;325.22;HBEFA3/Bus;0.00;0.00;bus1;259803255#2_0;64.75;43.72;!bus1!var#1;8.06;bus_bus;0.00;23.734400;37.983375
52.00;27.95;15470.36;6.14;125.42;2.96;251.45;HBEFA3/Bus;0.00;4895.26;bus10;50239848#0_0;73.51;91.33;!bus10!var#1;8.15;bus_bus;0.00;23.747300;37.979482
52.00;27.74;15279.05;6.12;124.08;2.94;281.16;HBEFA3/Bus;0.00;4834.72;bus11;101356593#1_0;73.45;15.27;!bus11!var#1;8.12;bus_bus;0.00;23.716479;37.976457
52.00;63.90;50721.59;10.71;367.24;6.96;148.37;HBEFA3/Bus;0.00;16052.08;bus13;763490832_0;82.87;17.77;!bus13!var#1;17.93;bus_bus;0.00;23.720716;37.978309
52.00;37.35;23228.65;7.16;181.59;3.95;189.57;HBEFA3/Bus;0.00;7350.21;bus14;803870831#1_0;76.47;12.57;!bus14!var#1;7.27;bus_bus;0.00;23.711559;37.977548
52.00;20.80;6932.20;5.05;69.95;2.11;311.90;HBEFA3/Bus;0.00;2192.45;bus16;66867991_0;68.47;54.28;!bus16!var#1;2.60;bus_bus;0.00;23.725898;37.979345
52.00;51.07;37941.00;9.06;279.98;5.52;329.31;HBEFA3/Bus;0.00;12007.02;bus17;702078729_1;79.99;131.56;!bus17!var#1;13.96;bus_bus;0.00;23.718181;37.986890
52.00;30.51;16842.37;6.33;137.15;3.20;167.71;HBEFA3/Bus;0.00;5329.10;bus18;:651948523_2_0;74.12;4.59;!bus18!var#1;6.16;bus_bus;0.00;23.715016;37.988064
52.00;20.01;10774.84;5.50;86.91;2.18;148.65;HBEFA3/Bus;0.00;3410.24;bus19;101404643#0_0;74.92;161.04;!bus19!var#1;13.30;bus_bus;0.00;23.709897;37.990614
52.00;0.00;0.00;0.00;0.00;0.00;44.90;HBEFA3/Bus;0.00;0.00;bus2;844172923#0_2;74.32;15.65;!bus2!var#1;13.52;bus_bus;0.00;23.716060;37.978545
52.00;35.23;21241.58;6.90;167.78;3.72;143.26;HBEFA3/Bus;0.00;6721.34;bus21;10741754#2_1;75.81;5.02;!bus21!var#1;6.91;bus_bus;0.00;23.725233;37.988660
52.00;27.74;13165.58;5.87;113.88;2.86;52.62;HBEFA3/Bus;0.00;4165.08;bus23;23183970#1_2;74.49;18.42;!bus23!var#1;3.13;bus_bus;0.00;23.730824;37.979639
52.00;22.08;7327.06;5.11;74.41;2.22;51.89;HBEFA3/Bus;0.00;2317.12;bus24;:844627879_5_0;72.61;0.92;!bus24!var#1;0.92;bus_bus;0.00;23.725181;37.986210
52.00;20.17;5286.11;4.85;60.75;2.01;212.40;HBEFA3/Bus;0.00;1671.11;bus3;917870260#0_2;67.11;42.60;!bus3!var#1;0.00;bus_bus;16.00;23.711560;37.981115
52.00;0.00;0.00;0.00;0.00;0.00;57.19;HBEFA3/Bus;0.00;0.00;bus4;482987489#0_1;59.83;31.72;!bus4!var#1;5.13;bus_bus;0.00;23.744784;37.986836
52.00;20.17;5286.11;4.85;60.75;2.01;97.47;HBEFA3/Bus;0.00;1671.11;bus5;-170993800#2_0;67.11;125.75;!bus5!var#1;0.00;bus_bus;23.00;23.737504;37.975974
52.00;24.90;10490.72;5.52;95.30;2.55;236.13;HBEFA3/Bus;0.00;3318.54;bus6;:359094744_1_0;72.61;4.32;!bus6!var#1;2.63;bus_bus;0.00;23.739687;37.984829
52.00;35.21;21721.68;6.96;170.06;3.74;55.80;HBEFA3/Bus;0.00;6873.47;bus7;601290887#7_0;75.67;26.86;!bus7!var#1;8.08;bus_bus;0.00;23.744311;37.986590
52.00;36.69;22927.65;7.12;178.83;3.89;271.13;HBEFA3/Bus;0.00;7255.07;bus8;48656171#0_0;76.14;15.09;!bus8!var#1;7.90;bus_bus;0.00;23.714960;37.976061
52.00;0.00;0.00;0.00;0.00;0.00;6.82;HBEFA3/Bus;0.00;0.00;bus9;315709444#0_1;70.78;82.48;!bus9!var#1;8.08;bus_bus;0.00;23.735466;37.974142
52.00;179.19;1228.61;0.64;0.31;0.17;139.50;HBEFA3/LDV_G_EU6;0.00;391.94;motorcycle1;10741754#3_0;55.94;16.93;!motorcycle1!var#1;0.00;motorcycle_motorcycle;9.00;23.725841;37.987919
52.00;40.29;3897.32;0.29;0.83;0.11;55.81;HBEFA3/LDV_G_EU6;0.00;1243.12;motorcycle2;601290887#5_0;69.96;1.30;!motorcycle2!var#1;22.39;motorcycle_motorcycle;0.00;23.743120;37.985989
52.00;179.19;1228.61;0.64;0.31;0.17;99.41;HBEFA3/LDV_G_EU6;0.00;391.94;motorcycle3;10741757#0_0;55.94;12.14;!motorcycle3!var#1;0.00;motorcycle_motorcycle;26.00;23.727515;37.987422
52.00;0.00;0.00;0.00;0.00;0.00;330.20;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle4;-50826619_0;56.36;69.88;!motorcycle4!var#1;2.18;motorcycle_motorcycle;0.00;23.711587;37.988236
52.00;277.93;8279.59;1.29;1.75;0.46;9.52;HBEFA3/LDV_G_EU6;0.00;2641.14;motorcycle5;211279085#1_0;69.88;43.51;!motorcycle5!var#1;11.89;motorcycle_motorcycle;0.00;23.715167;37.975882
52.00;179.19;1228.61;0.64;0.31;0.17;236.50;HBEFA3/LDV_G_EU6;0.00;391.94;motorcycle6;704135431_0;55.94;45.35;!motorcycle6!var#1;0.00;motorcycle_motorcycle;4.00;23.746670;37.988270
52.00;250.39;6159.22;1.10;1.32;0.37;233.46;HBEFA3/LDV_G_EU6;0.00;1964.77;motorcycle7;:364104852_0_0;69.63;10.24;!motorcycle7!var#1;6.87;motorcycle_motorcycle;0.00;23.733925;37.985901
52.00;438.84;12755.72;2.07;2.57;0.74;41.19;HBEFA3/LDV_G_EU6;0.00;4068.95;motorcycle8;636470708#0_0;73.69;47.80;!motorcycle8!var#1;21.72;motorcycle_motorcycle;0.00;23.717160;37.986201
52.00;179.19;1228.61;0.64;0.31;0.17;57.20;HBEFA3/LDV_G_EU6;0.00;391.94;motorcycle9;482987489#4_0;55.94;2.30;!motorcycle9!var#1;0.00;motorcycle_motorcycle;0.00;23.745863;37.987317
52.00;164.77;2624.66;0.81;1.20;0.07;136.88;HBEFA3/PC_G_EU4;0.00;837.20;veh0;222899032#1_1;55.94;5.66;!veh0!var#1;0.00;veh_passenger;4.00;23.726622;37.987245
52.00;164.68;2624.02;0.81;1.20;0.07;342.37;HBEFA3/PC_G_EU4;0.00;837.00;veh1;881725975#2_0;55.56;68.38;!veh1!var#1;0.00;veh_passenger;2.00;23.745865;37.975830
52.00;0.00;2223.99;0.00;0.40;0.01;325.63;HBEFA3/PC_G_EU4;0.00;709.37;veh10;734707701#9_1;70.54;39.29;!veh10!var#1;24.23;veh_passenger;0.00;23.737239;37.979818
52.00;132.16;2774.44;0.67;1.22;0.06;13.63;HBEFA3/PC_G_EU4;0.00;884.96;veh11;:482856908_0_0;59.88;3.38;!veh11!var#1;2.13;veh_passenger;0.00;23.727859;37.975228
52.00;164.77;2624.69;0.81;1.20;0.07;177.13;HBEFA3/PC_G_EU4;0.00;837.21;veh12;82682788#0_0;55.94;9.28;!veh12!var#1;0.00;veh_passenger;7.00;23.726508;37.987169
52.00;153.42;8997.08;0.92;3.92;0.19;3.16;HBEFA3/PC_G_EU4;0.00;2869.63;veh13;23216841_0;71.29;30.60;!veh13!var#1;10.85;veh_passenger;0.00;23.712250;37.977513
52.00;119.96;7638.78;0.73;3.26;0.15;236.48;HBEFA3/PC_G_EU4;0.00;2436.40;veh14;634252645#11_1;69.15;15.21;!veh14!var#1;11.50;veh_passenger;0.00;23.743499;37.986677
52.00;161.57;2561.49;0.80;1.17;0.06;151.36;HBEFA3/PC_G_EU4;0.00;817.05;veh15;31767641#2_0;48.27;28.22;!veh15!var#1;0.11;veh_passenger;0.00;23.712520;37.989811
52.00;0.00;0.00;0.00;0.00;0.00;103.05;HBEFA3/PC_G_EU4;0.00;0.00;veh16;31621993_0;53.46;19.51;!veh16!var#1;2.17;veh_passenger;0.00;23.725610;37.974650
52.00;164.78;2624.72;0.81;1.20;0.07;212.77;HBEFA3/PC_G_EU4;0.00;837.22;veh17;917870260#0_2;55.94;50.10;!veh17!var#1;0.00;veh_passenger;25.00;23.711512;37.981059
52.00;162.51;2602.91;0.80;1.19;0.06;325.79;HBEFA3/PC_G_EU4;0.00;830.27;veh18;299510181#0_0;54.58;82.95;!veh18!var#1;0.10;veh_passenger;0.00;23.736508;37.980778
52.00;50.00;4594.83;0.33;1.80;0.07;326.15;HBEFA3/PC_G_EU4;0.00;1465.54;veh19;896087075_0;65.66;98.60;!veh19!var#1;12.45;veh_passenger;0.00;23.740883;37.979173
52.00;14.47;2712.96;0.13;0.93;0.02;144.85;HBEFA3/PC_G_EU4;0.00;865.32;veh2;:359095352_3_0;63.68;8.86;!veh2!var#1;12.02;veh_passenger;0.00;23.741593;37.987700
52.00;164.78;2624.72;0.81;1.20;0.07;279.11;HBEFA3/PC_G_EU4;0.00;837.22;veh20;741721487#0_0;55.94;64.62;!veh20!var#1;0.00;veh_passenger;10.00;23.730371;37.987527
52.00;0.00;1402.57;0.00;0.28;0.00;234.91;HBEFA3/PC_G_EU4;0.00;447.37;veh21;393398564#1_0;63.42;14.87;!veh21!var#1;13.09;veh_passenger;0.00;23.739419;37.979199
52.00;104.87;4786.60;0.59;2.03;0.09;98.87;HBEFA3/PC_G_EU4;0.00;1526.72;veh22;-10976433#2_1;65.40;7.15;!veh22!var#1;7.10;veh_passenger;0.00;23.723305;37.985749
52.00;199.81;13390.32;1.24;5.72;0.30;145.36;HBEFA3/PC_G_EU4;0.00;4270.83;veh23;52493436#8_1;74.17;53.81;!veh23!var#1;22.04;veh_passenger;0.00;23.732593;37.983716
52.00;136.57;9304.46;0.85;3.99;0.19;340.47;HBEFA3/PC_G_EU4;0.00;2967.66;veh24;284175000#3_0;70.75;1.76;!veh24!var#1;14.03;veh_passenger;0.00;23.746688;37.973559
52.00;229.15;14017.28;1.39;5.90;0.33;144.68;HBEFA3/PC_G_EU4;0.00;4470.81;veh25;284241336#0_2;75.48;44.14;!veh25!var#1;27.49;veh_passenger;0.00;23.730560;37.981323
52.00;39.25;4307.37;0.28;1.65;0.06;144.86;HBEFA3/PC_G_EU4;0.00;1373.85;veh26;677284297#3_0;65.66;29.71;!veh26!var#1;13.15;veh_passenger;0.00;23.742118;37.987077
52.00;0.00;0.00;0.00;0.00;0.00;160.68;HBEFA3/PC_G_EU4;0.00;0.00;veh27;-30481514#0_0;40.89;30.78;!veh27!var#1;1.94;veh_passenger;0.00;23.747063;37.979480
52.00;135.00;7564.35;0.80;3.28;0.16;236.48;HBEFA3/PC_G_EU4;0.00;2412.66;veh29;634252645#12_1;69.66;21.52;!veh29!var#1;9.63;veh_passenger;0.00;23.742985;37.986425
52.00;41.67;5025.80;0.31;1.94;0.08;138.14;HBEFA3/PC_G_EU4;0.00;1602.99;veh3;52493441#0_1;67.13;11.20;!veh3!var#1;15.28;veh_passenger;0.00;23.730922;37.985683
52.00;77.82;2369.35;0.41;0.94;0.03;354.38;HBEFA3/PC_G_EU4;0.00;755.75;veh30;:4458922832_0_0;59.12;6.87;!veh30!var#1;5.28;veh_passenger;0.00;23.744033;37.986446
52.00;0.00;1842.84;0.03;0.52;0.00;188.94;HBEFA3/PC_G_EU4;0.00;587.80;veh31;10972185_0;62.74;36.49;!veh31!var#1;11.72;veh_passenger;0.00;23.735890;37.988755
52.00;164.78;2624.72;0.81;1.20;0.07;181.74;HBEFA3/PC_G_EU4;0.00;837.22;veh32;-1146031225#1_0;55.94;35.68;!veh32!var#1;0.00;veh_passenger;10.00;23.726726;37.989349
52.00;164.78;2624.72;0.81;1.20;0.07;189.32;HBEFA3/PC_G_EU4;0.00;837.22;veh33;222941080#6_0;55.93;45.29;!veh33!var#1;0.00;veh_passenger;3.00;23.727346;37.986423
52.00;169.67;11231.76;1.05;4.87;0.24;59.23;HBEFA3/PC_G_EU4;0.00;3582.36;veh34;634256870#3_0;72.56;50.12;!veh34!var#1;15.23;veh_passenger;0.00;23.712303;37.989654
52.00;37.88;1833.56;0.21;0.63;0.01;251.45;HBEFA3/PC_G_EU4;0.00;584.85;veh35;50239848#1_0;59.64;55.88;!veh35!var#1;7.64;veh_passenger;0.00;23.746414;37.979269
52.00;194.33;12797.66;1.20;5.56;0.28;16.13;HBEFA3/PC_G_EU4;0.00;4081.80;veh36;468810769#3_0;73.73;37.78;!veh36!var#1;17.04;veh_passenger;0.00;23.713960;37.976190
52.00;232.52;14994.32;1.43;6.50;0.34;189.87;HBEFA3/PC_G_EU4;0.00;4782.42;veh37;10741722#0_0;75.14;49.80;!veh37!var#1;21.32;veh_passenger;0.00;23.725785;37.985474
52.00;0.00;0.00;0.00;0.00;0.00;189.39;HBEFA3/PC_G_EU4;0.00;0.00;veh38;260124785#3_1;62.90;89.16;!veh38!var#1;15.56;veh_passenger;0.00;23.730279;37.987802
52.00;147.77;2967.20;0.74;1.33;0.07;322.91;HBEFA3/PC_G_EU4;0.00;946.45;veh39;:359094244_4_0;62.59;0.41;!veh39!var#1;1.41;veh_passenger;0.00;23.744650;37.987189
52.00;0.00;2507.82;0.05;0.79;0.02;101.05;HBEFA3/PC_G_EU4;0.00;799.89;veh4;:cluster_353746847_824855263_4_0;64.56;15.56;!veh4!var#1;13.71;veh_passenger;0.00;23.714325;37.975327
52.00;94.95;3668.62;0.52;1.53;0.07;315.41;HBEFA3/PC_G_EU4;0.00;1170.14;veh40;100850034#0_0;62.90;1.20;!veh40!var#1;6.02;veh_passenger;0.00;23.740578;37.983302
52.00;46.31;4655.22;0.32;1.82;0.07;33.73;HBEFA3/PC_G_EU4;0.00;1484.80;veh41;:251145098_1_0;65.98;3.66;!veh41!var#1;13.16;veh_passenger;0.00;23.712372;37.984413
52.00;117.69;8628.84;0.75;3.36;0.19;277.45;HBEFA3/PC_G_EU4;0.00;2752.18;veh42;909651169_1;73.55;40.52;!veh42!var#1;27.39;veh_passenger;0.00;23.741523;37.975520
52.00;164.78;2624.72;0.81;1.20;0.07;115.41;HBEFA3/PC_G_EU4;0.00;837.22;veh43;-52176358#1_0;55.94;206.27;!veh43!var#1;0.00;veh_passenger;11.00;23.710979;37.986147
52.00;164.78;2624.72;0.81;1.20;0.07;82.15;HBEFA3/PC_G_EU4;0.00;837.22;veh44;865301640#0_0;55.94;31.78;!veh44!var#1;0.00;veh_passenger;15.00;23.719948;37.987664
52.00;53.77;5124.53;0.37;2.03;0.08;239.19;HBEFA3/PC_G_EU4;0.00;1634.48;veh45;784764127#5_0;66.53;46.31;!veh45!var#1;13.50;veh_passenger;0.00;23.713501;37.987369
52.00;143.85;9678.37;0.90;3.83;0.22;277.48;HBEFA3/PC_G_EU4;0.00;3086.93;veh46;:250712199_2_1;74.16;7.83;!veh46!var#1;28.21;veh_passenger;0.00;23.742015;37.975458
52.00;164.78;2624.72;0.81;1.20;0.07;115.32;HBEFA3/PC_G_EU4;0.00;837.22;veh47;917870262#1_0;55.94;46.49;!veh47!var#1;0.00;veh_passenger;16.00;23.711244;37.980924
52.00;164.78;2624.72;0.81;1.20;0.07;51.20;HBEFA3/PC_G_EU4;0.00;837.22;veh48;384593007_1;55.94;27.24;!veh48!var#1;0.00;veh_passenger;8.00;23.726622;37.987083
52.00;164.78;2624.72;0.81;1.20;0.07;279.09;HBEFA3/PC_G_EU4;0.00;837.22;veh49;741721487#0_0;55.94;57.12;!veh49!var#1;0.00;veh_passenger;5.00;23.730455;37.987514
52.00;0.00;0.00;0.00;0.00;0.00;342.41;HBEFA3/PC_G_EU4;0.00;0.00;veh5;881725975#2_0;39.72;60.60;!veh5!var#1;1.21;veh_passenger;0.00;23.745889;37.975763
52.00;136.81;6464.86;0.78;2.82;0.13;244.57;HBEFA3/PC_G_EU4;0.00;2061.99;veh50;189063911#0_2;69.06;4.13;!veh50!var#1;7.32;veh_passenger;0.00;23.729185;37.983948
52.00;164.78;2624.72;0.81;1.20;0.07;278.14;HBEFA3/PC_G_EU4;0.00;837.22;veh51;-52493354#1_0;55.94;69.48;!veh51!var#1;0.00;veh_passenger;11.00;23.721363;37.977364
52.00;0.00;0.00;0.00;0.00;0.00;148.38;HBEFA3/PC_G_EU4;0.00;0.00;veh52;302575704#2_0;64.71;54.57;!veh52!var#1;17.29;veh_passenger;0.00;23.721201;37.982124
52.00;129.63;5275.66;0.71;2.30;0.11;251.45;HBEFA3/PC_G_EU4;0.00;1682.70;veh53;50239848#0_0;67.36;69.80;!veh53!var#1;5.90;veh_passenger;0.00;23.747534;37.979538
52.00;48.50;2386.01;0.27;0.88;0.03;251.45;HBEFA3/PC_G_EU4;0.00;761.05;veh54;50239848#1_0;60.64;83.47;!veh54!var#1;7.70;veh_passenger;0.00;23.746114;37.979197
52.00;0.00;0.00;0.00;0.00;0.00;51.88;HBEFA3/PC_G_EU4;0.00;0.00;veh55;:6693568141_5_0;58.67;1.28;!veh55!var#1;11.23;veh_passenger;0.00;23.724768;37.985968
52.00;0.00;0.00;0.00;0.00;0.00;276.69;HBEFA3/PC_G_EU4;0.00;0.00;veh56;789796816#0_0;59.93;42.62;!veh56!var#1;10.55;veh_passenger;0.00;23.733691;37.976325
52.00;93.01;5452.12;0.55;2.28;0.10;146.95;HBEFA3/PC_G_EU4;0.00;1738.97;veh57;:360079222_0_0;66.24;27.43;!veh57!var#1;9.48;veh_passenger;0.00;23.718600;37.986109
52.00;0.00;0.00;0.00;0.00;0.00;110.62;HBEFA3/PC_G_EU4;0.00;0.00;veh58;835502855_0;53.40;15.76;!veh58!var#1;1.89;veh_passenger;0.00;23.727486;37.974049
52.00;0.00;0.00;0.00;0.00;0.00;8.55;HBEFA3/PC_G_EU4;0.00;0.00;veh59;:824855321_1_0;61.85;8.79;!veh59!var#1;11.71;veh_passenger;0.00;23.714970;37.975052
52.00;60.58;3486.09;0.36;1.38;0.05;143.66;HBEFA3/PC_G_EU4;0.00;1111.92;veh6;23184225#0_0;62.96;7.28;!veh6!var#1;8.68;veh_passenger;0.00;23.736074;37.987668
52.00;44.55;2424.15;0.26;0.89;0.03;266.36;HBEFA3/PC_G_EU4;0.00;773.22;veh60;31616815#0_0;60.97;38.01;!veh60!var#1;8.13;veh_passenger;0.00;23.716322;37.973660
52.00;0.00;0.00;0.00;0.00;0.00;76.86;HBEFA3/PC_G_EU4;0.00;0.00;veh61;61072226#0_0;62.27;118.39;!veh61!var#1;11.85;veh_passenger;0.00;23.738277;37.989100
52.00;117.53;7407.57;0.71;3.16;0.15;319.60;HBEFA3/PC_G_EU4;0.00;2362.65;veh62;23216654_0;68.89;22.15;!veh62!var#1;11.22;veh_passenger;0.00;23.722063;37.979077
52.00;44.79;1799.35;0.24;0.63;0.01;274.48;HBEFA3/PC_G_EU4;0.00;573.94;veh63;901261053_0;59.04;6.93;!veh63!var#1;6.98;veh_passenger;0.00;23.719325;37.975597
52.00;0.00;0.00;0.00;0.00;0.00;279.10;HBEFA3/PC_G_EU4;0.00;0.00;veh64;189099792#0_1;42.06;49.74;!veh64!var#1;2.58;veh_passenger;0.00;23.728255;37.987831
52.00;0.00;2079.76;0.03;0.61;0.01;119.76;HBEFA3/PC_G_EU4;0.00;663.36;veh66;-504172673#1_0;63.53;33.32;!veh66!var#1;12.58;veh_passenger;0.00;23.742158;37.979070
52.00;61.82;2976.82;0.35;1.17;0.04;33.67;HBEFA3/PC_G_EU4;0.00;949.49;veh67;651185403#0_0;61.66;102.62;!veh67!var#1;7.60;veh_passenger;0.00;23.734775;37.972783
52.00;0.00;0.00;0.00;0.00;0.00;130.15;HBEFA3/PC_G_EU4;0.00;0.00;veh68;:cluster_6220792258_7878279520_2_0;59.64;17.63;!veh68!var#1;8.83;veh_passenger;0.00;23.737736;37.975951
52.00;164.78;2624.71;0.81;1.20;0.07;9.53;HBEFA3/PC_G_EU4;0.00;837.22;veh69;260824573#0_2;55.94;48.48;!veh69!var#1;0.00;veh_passenger;3.00;23.728732;37.987173
52.00;133.06;9875.28;0.85;4.17;0.21;350.09;HBEFA3/PC_G_EU4;0.00;3149.72;veh7;307734997_1;71.29;18.32;!veh7!var#1;17.38;veh_passenger;0.00;23.713953;37.976475
52.00;28.19;4074.55;0.22;1.52;0.06;150.46;HBEFA3/PC_G_EU4;0.00;1299.59;veh70;31767642#1_0;65.93;22.54;!veh70!var#1;14.15;veh_passenger;0.00;23.713024;37.990482
52.00;97.09;5662.20;0.58;2.38;0.11;12.58;HBEFA3/PC_G_EU4;0.00;1805.98;veh71;32015487#1_0;66.57;19.37;!veh71!var#1;9.50;veh_passenger;0.00;23.745370;37.985876
52.00;164.77;2624.70;0.81;1.20;0.07;280.96;HBEFA3/PC_G_EU4;0.00;837.21;veh72;99060957#0_1;55.93;70.32;!veh72!var#1;0.00;veh_passenger;4.00;23.748645;37.976592
52.00;78.92;2884.68;0.42;1.16;0.04;321.50;HBEFA3/PC_G_EU4;0.00;920.11;veh73;68524660_0;60.86;3.88;!veh73!var#1;6.02;veh_passenger;0.00;23.711199;37.975025
52.00;0.00;0.00;0.00;0.00;0.00;145.17;HBEFA3/PC_G_EU4;0.00;0.00;veh74;32015470#1_0;52.10;7.52;!veh74!var#1;4.77;veh_passenger;0.00;23.740253;37.989309
52.00;74.85;2286.88;0.39;0.90;0.03;280.13;HBEFA3/PC_G_EU4;0.00;729.44;veh75;318678267#5_0;58.95;2.68;!veh75!var#1;5.38;veh_passenger;0.00;23.731816;37.975292
52.00;0.00;0.00;0.00;0.00;0.00;184.92;HBEFA3/PC_G_EU4;0.00;0.00;veh76;10971765_0;45.55;52.72;!veh76!var#1;1.84;veh_passenger;0.00;23.731416;37.985238
52.00;118.20;5864.96;0.68;2.52;0.12;103.47;HBEFA3/PC_G_EU4;0.00;1870.65;veh77;-504172673#2_0;67.40;0.86;!veh77!var#1;7.88;veh_passenger;0.00;23.741390;37.979423
52.00;94.43;7000.78;0.60;2.92;0.13;279.55;HBEFA3/PC_G_EU4;0.00;2232.91;veh78;10741763#0_0;68.31;60.68;!veh78!var#1;13.19;veh_passenger;0.00;23.728597;37.989620
52.00;175.18;10989.83;1.06;4.80;0.24;238.96;HBEFA3/PC_G_EU4;0.00;3505.20;veh79;-730034147#4_0;72.79;50.02;!veh79!var#1;13.40;veh_passenger;0.00;23.723418;37.982071
52.00;164.78;2624.72;0.81;1.20;0.07;181.74;HBEFA3/PC_G_EU4;0.00;837.22;veh8;-1146031225#1_0;55.94;43.18;!veh8!var#1;0.00;veh_passenger;18.00;23.726721;37.989281
52.00;18.61;2938.28;0.15;1.03;0.03;189.50;HBEFA3/PC_G_EU4;0.00;937.19;veh80;10972565_0;63.92;77.33;!veh80!var#1;12.09;veh_passenger;0.00;23.733164;37.989775
